date;Landkreis;outOfHomeDuration;percentageChangeComparedToBeforeCorona
20200308;Kreis Olpe;7.0200000000000005;0
20200308;Landkreis Goslar;7.41;0
20200308;Landkreis Alzey-Worms;7.67;0
20200308;Dessau-Roßlau;6.18;0
20200308;Kreis Soest;7.32;0
20200308;Regionalverband Saarbrücken;7.01;0
20200308;Bielefeld;7.92;0
20200308;Neustadt an der Weinstraße;6.53;0
20200308;Landkreis Würzburg;8.39;0
20200308;Landkreis St. Wendel;8.26;0
20200308;Ostalbkreis;7.68;0
20200308;Hof;6.46;0
20200308;Oberhausen;6.59;0
20200308;Landkreis Südliche Weinstraße;8.2;0
20200308;Landkreis Cochem-Zell;7.15;0
20200308;Landkreis Sonneberg;5.33;0
20200308;Rhein-Sieg-Kreis;6.15;0
20200308;Ludwigshafen am Rhein;6.58;0
20200308;Leipzig;6.890000000000001;0
20200308;Kreis Siegen-Wittgenstein;7.12;0
20200308;Landkreis Wesermarsch;7.26;0
20200308;Landkreis Traunstein;7.33;0
20200308;Landkreis Passau;7.01;0
20200308;Städteregion Aachen;7.34;0
20200308;Rhein-Lahn-Kreis;7.29;0
20200308;Landkreis Oberspreewald-Lausitz;7.78;0
20200308;Brandenburg an der Havel;6.82;0
20200308;Landkreis Nordhausen;7.96;0
20200308;Kreis Stormarn;5.48;0
20200308;Bottrop;5.78;0
20200308;Landkreis Hersfeld-Rotenburg;8.32;0
20200308;Hamm;7.21;0
20200308;Landkreis Cuxhaven;6.83;0
20200308;Landkreis Augsburg;6.36;0
20200308;Zollernalbkreis;7.22;0
20200308;Rhein-Pfalz-Kreis;7.54;0
20200308;Landkreis Pfaffenhofen an der Ilm;6.93;0
20200308;Landkreis Neumarkt in der Oberpfalz;7.82;0
20200308;Landkreis Rastatt;7.8500000000000005;0
20200308;Landkreis Schaumburg;9.0;0
20200308;Ingolstadt;7.13;0
20200308;Landkreis Göppingen;7.21;0
20200308;Jena;8.02;0
20200308;Eisenach;7.3100000000000005;0
20200308;Landkreis Eichstätt;7.76;0
20200308;Landkreis Rostock;6.2700000000000005;0
20200308;Solingen;8.26;0
20200308;Landkreis Lichtenfels;7.0200000000000005;0
20200308;Landkreis Saalfeld-Rudolstadt;5.89;0
20200308;Krefeld;7.33;0
20200308;Wetteraukreis;8.09;0
20200308;Landkreis Ludwigsburg;7.11;0
20200308;Landkreis Mainz-Bingen;8.43;0
20200308;Ulm;8.75;0
20200308;Landkreis Teltow-Fläming;6.62;0
20200308;Kreis Dithmarschen;8.32;0
20200308;Kreis Mettmann;6.29;0
20200308;Landkreis Neuburg-Schrobenhausen;7.22;0
20200308;Weiden in der Oberpfalz;6.1000000000000005;0
20200308;Landkreis Hildburghausen;7.42;0
20200308;Landkreis Rotenburg (Wümme);7.38;0
20200308;Landkreis Hof;8.35;0
20200308;Landkreis Konstanz;7.48;0
20200308;Landkreis Stendal;7.86;0
20200308;Heidelberg;7.28;0
20200308;Rhein-Erft-Kreis;6.51;0
20200308;Landkreis Weilheim-Schongau;7.41;0
20200308;Mannheim;7.3500000000000005;0
20200308;Landkreis Osterholz;6.45;0
20200308;Schwabach;4.63;0
20200308;Landkreis Südwestpfalz;7.55;0
20200308;Landkreis Miltenberg;6.99;0
20200308;Coburg;6.09;0
20200308;Essen;7.04;0
20200308;Flensburg;6.66;0
20200308;Ilm-Kreis;6.58;0
20200308;Bremen;7.22;0
20200308;Landkreis Mecklenburgische Seenplatte;7.28;0
20200308;Landkreis Calw;7.11;0
20200308;Landkreis Aurich;8.1;0
20200308;Landkreis Prignitz;6.98;0
20200308;Hohenlohekreis;7.1000000000000005;0
20200308;Landkreis Schwäbisch Hall;7.6000000000000005;0
20200308;Landkreis Freudenstadt;8.34;0
20200308;Kreis Wesel;6.25;0
20200308;Landkreis Waldeck-Frankenberg;7.71;0
20200308;Köln;7.2700000000000005;0
20200308;Landkreis Mittelsachsen;7.2;0
20200308;Baden-Baden;7.34;0
20200308;Landkreis Erlangen-Höchstadt;7.36;0
20200308;Lahn-Dill-Kreis;7.74;0
20200308;Ortenaukreis;7.7;0
20200308;Landkreis Nordwestmecklenburg;7.25;0
20200308;Kassel;8.11;0
20200308;Landkreis Günzburg;7.5600000000000005;0
20200308;Kreis Gütersloh;6.58;0
20200308;Karlsruhe;7.68;0
20200308;Kreis Paderborn;7.0600000000000005;0
20200308;Landkreis Rhön-Grabfeld;8.25;0
20200308;Landkreis Saarlouis;7.67;0
20200308;Landkreis Neustadt an der Waldnaab;7.97;0
20200308;Landkreis Starnberg;6.5600000000000005;0
20200308;Amberg;5.72;0
20200308;Kreis Minden-Lübbecke;8.08;0
20200308;Landkreis Mayen-Koblenz;8.96;0
20200308;Landkreis Marburg-Biedenkopf;7.7700000000000005;0
20200308;Straubing;6.11;0
20200308;Landkreis Altötting;7.65;0
20200308;Landkreis Birkenfeld;7.640000000000001;0
20200308;Delmenhorst;8.27;0
20200308;Landkreis Vulkaneifel;5.87;0
20200308;Landkreis Hameln-Pyrmont;7.49;0
20200308;Braunschweig;6.890000000000001;0
20200308;Landkreis Havelland;6.41;0
20200308;Landkreis Bad Dürkheim;7.49;0
20200308;Landkreis Miesbach;7.59;0
20200308;Saalekreis;6.05;0
20200308;Bochum;6.95;0
20200308;Landkreis Bad Kreuznach;7.37;0
20200308;Landkreis Landsberg am Lech;6.94;0
20200308;Landkreis Sömmerda;8.15;0
20200308;Landkreis Verden;7.11;0
20200308;Landkreis Neuwied;8.44;0
20200308;Landkreis Ravensburg;8.5;0
20200308;Landkreis Leer;7.98;0
20200308;Kreis Ostholstein;6.59;0
20200308;Magdeburg;6.8;0
20200308;Landkreis Kronach;7.43;0
20200308;Kreis Segeberg;7.29;0
20200308;Kreis Plön;7.07;0
20200308;Landkreis Rosenheim;7.41;0
20200308;Landkreis Cloppenburg;8.4;0
20200308;Landkreis Tirschenreuth;7.7700000000000005;0
20200308;Landkreis Kulmbach;8.02;0
20200308;Mönchengladbach;7.19;0
20200308;Landkreis Fürth;6.2700000000000005;0
20200308;Landkreis Göttingen;7.65;0
20200308;Landkreis Vechta;7.38;0
20200308;Landkreis Oberhavel;6.6000000000000005;0
20200308;Kreis Euskirchen;7.34;0
20200308;Fürth;7.84;0
20200308;Landkreis Heidekreis;7.8100000000000005;0
20200308;Hochsauerlandkreis;7.09;0
20200308;Landkreis Reutlingen;7.86;0
20200308;Kreis Borken;6.91;0
20200308;Wilhelmshaven;7.57;0
20200308;Kreis Unna;6.34;0
20200308;Westerwaldkreis;6.95;0
20200308;Regensburg;8.28;0
20200308;Altmarkkreis Salzwedel;6.58;0
20200308;Kreis Groß-Gerau;6.78;0
20200308;Landkreis Görlitz;6.91;0
20200308;Landkreis Emmendingen;7.34;0
20200308;Landkreis Breisgau-Hochschwarzwald;7.97;0
20200308;Kreis Nordfriesland;8.44;0
20200308;Landkreis Bautzen;7.6000000000000005;0
20200308;Landkreis Ludwigslust-Parchim;7.0;0
20200308;Augsburg;8.08;0
20200308;Landkreis Regen;7.47;0
20200308;Berlin;7.22;0
20200308;Lübeck;7.55;0
20200308;Neckar-Odenwald-Kreis;7.61;0
20200308;Bamberg;6.7;0
20200308;Landkreis Dahme-Spreewald;6.47;0
20200308;Landkreis Holzminden;9.16;0
20200308;Erfurt;7.24;0
20200308;Mainz;7.87;0
20200308;Landkreis Mühldorf am Inn;7.890000000000001;0
20200308;Schwerin;7.22;0
20200308;Landkreis München;6.23;0
20200308;Landkreis Hildesheim;7.21;0
20200308;Landkreis Freyung-Grafenau;8.22;0
20200308;Neumünster;6.21;0
20200308;Landkreis Waldshut;5.65;0
20200308;Landkreis Limburg-Weilburg;9.22;0
20200308;Emden;8.65;0
20200308;Kreis Steinfurt;6.99;0
20200308;Landkreis Karlsruhe;6.45;0
20200308;Rhein-Kreis Neuss;6.17;0
20200308;Vogelsbergkreis;7.5;0
20200308;Dresden;8.120000000000001;0
20200308;München;7.34;0
20200308;Kreis Herzogtum Lauenburg;6.2;0
20200308;Landkreis Aschaffenburg;7.11;0
20200308;Landkreis Haßberge;8.15;0
20200308;Landkreis Esslingen;7.18;0
20200308;Landkreis Grafschaft Bentheim;7.84;0
20200308;Pforzheim;7.390000000000001;0
20200308;Landkreis Oldenburg;5.7;0
20200308;Kreis Viersen;6.29;0
20200308;Main-Kinzig-Kreis;6.88;0
20200308;Landkreis Aichach-Friedberg;7.08;0
20200308;Aschaffenburg;6.92;0
20200308;Schwarzwald-Baar-Kreis;7.34;0
20200308;Landkreis Cham;8.56;0
20200308;Landkreis Altenburger Land;6.3500000000000005;0
20200308;Landkreis Ebersberg;7.640000000000001;0
20200308;Landkreis Wolfenbüttel;7.390000000000001;0
20200308;Kreis Rendsburg-Eckernförde;7.0;0
20200308;Landkreis Kelheim;7.49;0
20200308;Landkreis Bayreuth;7.890000000000001;0
20200308;Landkreis Lindau;7.79;0
20200308;Landkreis Jerichower Land;7.78;0
20200308;Potsdam;7.0200000000000005;0
20200308;Alb-Donau-Kreis;7.82;0
20200308;Kaufbeuren;6.43;0
20200308;Landkreis Anhalt-Bitterfeld;7.3100000000000005;0
20200308;Kreis Coesfeld;6.67;0
20200308;Kreis Warendorf;6.72;0
20200308;Landkreis Amberg-Sulzbach;7.88;0
20200308;Landkreis Uckermark;7.38;0
20200308;Landkreis Dachau;7.390000000000001;0
20200308;Landkreis Lüchow-Dannenberg;8.44;0
20200308;Frankfurt am Main;7.78;0
20200308;Oldenburg;7.96;0
20200308;Wolfsburg;6.54;0
20200308;Rheingau-Taunus-Kreis;6.36;0
20200308;Landkreis Kassel;8.34;0
20200308;Kaiserslautern;6.99;0
20200308;Erlangen;6.65;0
20200308;Landkreis Bamberg;7.91;0
20200308;Landkreis Oberallgäu;8.48;0
20200308;Frankfurt (Oder);8.42;0
20200308;Landkreis Tübingen;8.01;0
20200308;Landkreis Germersheim;7.76;0
20200308;Landkreis Zwickau;6.51;0
20200308;Kreis Herford;7.59;0
20200308;Landkreis Diepholz;7.29;0
20200308;Passau;7.98;0
20200308;Landkreis Schweinfurt;8.85;0
20200308;Schwalm-Eder-Kreis;8.56;0
20200308;Eifelkreis Bitburg-Prüm;6.7700000000000005;0
20200308;Landkreis Vorpommern-Rügen;7.92;0
20200308;Landkreis Dillingen an der Donau;7.61;0
20200308;Landkreis Berchtesgadener Land;6.7;0
20200308;Zweibrücken;6.92;0
20200308;Würzburg;8.0;0
20200308;Hamburg;7.03;0
20200308;Landkreis Gotha;7.94;0
20200308;Kreis Pinneberg;6.16;0
20200308;Deutschland;7.29;0
20200308;Düsseldorf;7.33;0
20200308;Kyffhäuserkreis;7.66;0
20200308;Landkreis Kaiserslautern;7.91;0
20200308;Landkreis Weißenburg-Gunzenhausen;8.040000000000001;0
20200308;Landkreis Ostallgäu;8.39;0
20200308;Kreis Höxter;6.95;0
20200308;Heilbronn;7.4;0
20200308;Weimar;8.13;0
20200308;Landkreis Gießen;7.69;0
20200308;Schweinfurt;8.39;0
20200308;Kiel;6.98;0
20200308;Landkreis Märkisch-Oderland;6.73;0
20200308;Kreis Lippe;7.6000000000000005;0
20200308;Saale-Orla-Kreis;7.2;0
20200308;Landkreis Helmstedt;8.71;0
20200308;Halle (Saale);7.47;0
20200308;Landau in der Pfalz;1.52;0
20200308;Salzlandkreis;7.3500000000000005;0
20200308;Offenbach am Main;9.03;0
20200308;Erzgebirgskreis;6.5200000000000005;0
20200308;Cottbus - Chóśebuz;6.66;0
20200308;Rems-Murr-Kreis;7.5200000000000005;0
20200308;Landkreis Landshut;6.76;0
20200308;Landkreis Kitzingen;8.040000000000001;0
20200308;Landkreis Bad Tölz-Wolfratshausen;7.8500000000000005;0
20200308;Landkreis Wittmund;8.15;0
20200308;Landkreis Leipzig;6.47;0
20200308;Salzgitter;6.41;0
20200308;Landkreis Neu-Ulm;6.84;0
20200308;Münster;7.2;0
20200308;Saale-Holzland-Kreis;6.5;0
20200308;Landkreis Lörrach;5.94;0
20200308;Rosenheim;7.82;0
20200308;Landkreis Nordsachsen;7.5600000000000005;0
20200308;Landkreis Heidenheim;7.08;0
20200308;Landkreis Nienburg/Weser;8.05;0
20200308;Freiburg im Breisgau;6.8100000000000005;0
20200308;Bayreuth;7.46;0
20200308;Osnabrück;8.03;0
20200308;Landkreis Coburg;8.620000000000001;0
20200308;Chemnitz;6.61;0
20200308;Landkreis Straubing-Bogen;7.95;0
20200308;Gelsenkirchen;6.49;0
20200308;Bonn;8.96;0
20200308;Kempten (Allgäu);8.18;0
20200308;Landkreis Offenbach;5.9;0
20200308;Odenwaldkreis;6.74;0
20200308;Landkreis Rottweil;7.36;0
20200308;Landkreis Darmstadt-Dieburg;6.8;0
20200308;Ansbach;6.73;0
20200308;Landkreis Deggendorf;7.98;0
20200308;Landkreis Peine;6.84;0
20200308;Wiesbaden;7.61;0
20200308;Landkreis Main-Spessart;7.25;0
20200308;Landkreis Spree-Neiße;6.99;0
20200308;Saarpfalz-Kreis;6.36;0
20200308;Landkreis Tuttlingen;7.390000000000001;0
20200308;Werra-Meißner-Kreis;7.83;0
20200308;Koblenz;7.8100000000000005;0
20200308;Märkischer Kreis;7.36;0
20200308;Hochtaunuskreis;7.2700000000000005;0
20200308;Landkreis Emsland;8.31;0
20200308;Landkreis Wittenberg;7.0;0
20200308;Landkreis Bad Kissingen;7.34;0
20200308;Suhl;7.140000000000001;0
20200308;Landkreis Biberach;7.91;0
20200308;Rhein-Hunsrück-Kreis;7.94;0
20200308;Ennepe-Ruhr-Kreis;6.75;0
20200308;Landkreis Ammerland;5.98;0
20200308;Landkreis Oder-Spree;6.28;0
20200308;Landkreis Sigmaringen;7.66;0
20200308;Landkreis Heilbronn;7.2;0
20200308;Landkreis Altenkirchen;6.8;0
20200308;Pirmasens;7.59;0
20200308;Landkreis Elbe-Elster;7.5600000000000005;0
20200308;Landkreis Mansfeld-Südharz;7.61;0
20200308;Landkreis Donau-Ries;8.05;0
20200308;Landkreis Uelzen;7.1000000000000005;0
20200308;Kreis Steinburg;7.33;0
20200308;Landkreis Greiz;6.42;0
20200308;Landkreis Eichsfeld;7.49;0
20200308;Herne;6.47;0
20200308;Landkreis Barnim;6.54;0
20200308;Landkreis Ahrweiler;8.13;0
20200308;Region Hannover;6.8;0
20200308;Unstrut-Hainich-Kreis;8.39;0
20200308;Landkreis Vorpommern-Greifswald;7.58;0
20200308;Kreis Recklinghausen;6.18;0
20200308;Duisburg;6.74;0
20200308;Worms;6.99;0
20200308;Landkreis Erding;7.5600000000000005;0
20200308;Bodenseekreis;7.26;0
20200308;Mülheim an der Ruhr;7.1000000000000005;0
20200308;Landkreis Sächsische Schweiz-Osterzgebirge;6.38;0
20200308;Landkreis Merzig-Wadern;6.82;0
20200308;Landkreis Trier-Saarburg;7.7700000000000005;0
20200308;Burgenlandkreis;7.3100000000000005;0
20200308;Rostock;7.2700000000000005;0
20200308;Kreis Heinsberg;6.5600000000000005;0
20200308;Landkreis Fürstenfeldbruck;6.72;0
20200308;Landkreis Nürnberger Land;7.32;0
20200308;Kreis Schleswig-Flensburg;7.19;0
20200308;Main-Tauber-Kreis;6.32;0
20200308;Landkreis Freising;7.59;0
20200308;Landkreis Regensburg;7.17;0
20200308;Oberbergischer Kreis;7.04;0
20200308;Landkreis Ostprignitz-Ruppin;7.5;0
20200308;Landkreis Ansbach;8.65;0
20200308;Landkreis Neustadt an der Aisch-Bad Windsheim;7.97;0
20200308;Vogtlandkreis;7.13;0
20200308;Donnersbergkreis;7.22;0
20200308;Darmstadt;7.17;0
20200308;Remscheid;9.24;0
20200308;Landkreis Fulda;8.52;0
20200308;Landkreis Harburg;6.65;0
20200308;Gera;7.46;0
20200308;Kreis Kleve;7.36;0
20200308;Frankenthal (Pfalz);6.6000000000000005;0
20200308;Leverkusen;7.6000000000000005;0
20200308;Landkreis Osnabrück;7.5;0
20200308;Speyer;6.05;0
20200308;Landkreis Neunkirchen;7.07;0
20200308;Landkreis Rottal-Inn;6.66;0
20200308;Landkreis Stade;7.71;0
20200308;Landkreis Garmisch-Partenkirchen;8.6;0
20200308;Trier;7.86;0
20200308;Bremerhaven;8.290000000000001;0
20200308;Enzkreis;7.42;0
20200308;Landkreis Northeim;7.140000000000001;0
20200308;Hagen;7.57;0
20200308;Landkreis Roth;6.41;0
20200308;Rhein-Neckar-Kreis;7.3;0
20200308;Landkreis Weimarer Land;6.82;0
20200308;Rheinisch-Bergischer Kreis;6.390000000000001;0
20200308;Landkreis Böblingen;7.03;0
20200308;Landshut;7.2700000000000005;0
20200308;Landkreis Harz;7.5;0
20200308;Landkreis Meißen;7.17;0
20200308;Main-Taunus-Kreis;7.54;0
20200308;Landkreis Friesland;8.03;0
20200308;Landkreis Schmalkalden-Meiningen;6.640000000000001;0
20200308;Stuttgart;8.71;0
20200308;Landkreis Potsdam-Mittelmark;5.83;0
20200308;Dortmund;7.28;0
20200308;Landkreis Celle;6.8;0
20200308;Landkreis Forchheim;7.58;0
20200308;Wuppertal;8.120000000000001;0
20200308;Memmingen;5.26;0
20200308;Wartburgkreis;7.48;0
20200308;Nürnberg;7.11;0
20200308;Kreis Düren;7.08;0
20200308;Landkreis Börde;7.01;0
20200308;Landkreis Bernkastel-Wittlich;7.07;0
20200308;Landkreis Wunsiedel im Fichtelgebirge;7.38;0
20200308;Landkreis Kusel;8.16;0
20200308;Landkreis Lüneburg;7.03;0
20200308;Landkreis Gifhorn;7.23;0
20200308;Landkreis Dingolfing-Landau;7.61;0
20200308;Landkreis Schwandorf;8.0;0
20200308;Kreis Bergstraße;6.19;0
20200308;Landkreis Unterallgäu;8.6;0
20200315;Kreis Olpe;6.8;-3
20200315;Landkreis Goslar;7.140000000000001;-4
20200315;Landkreis Alzey-Worms;7.48;-3
20200315;Dessau-Roßlau;5.96;-4
20200315;Kreis Soest;7.21;-1
20200315;Regionalverband Saarbrücken;6.78;-3
20200315;Bielefeld;7.68;-3
20200315;Neustadt an der Weinstraße;6.47;-1
20200315;Landkreis Würzburg;8.120000000000001;-3
20200315;Landkreis St. Wendel;8.0;-3
20200315;Ostalbkreis;7.47;-3
20200315;Hof;6.24;-3
20200315;Oberhausen;6.32;-4
20200315;Landkreis Südliche Weinstraße;8.08;-1
20200315;Landkreis Cochem-Zell;6.97;-2
20200315;Landkreis Sonneberg;5.45;2
20200315;Rhein-Sieg-Kreis;5.96;-3
20200315;Ludwigshafen am Rhein;6.5;-1
20200315;Leipzig;6.69;-3
20200315;Kreis Siegen-Wittgenstein;6.73;-5
20200315;Landkreis Wesermarsch;7.16;-1
20200315;Landkreis Traunstein;7.1000000000000005;-3
20200315;Landkreis Passau;6.99;0
20200315;Städteregion Aachen;7.18;-2
20200315;Rhein-Lahn-Kreis;7.18;-2
20200315;Landkreis Oberspreewald-Lausitz;7.54;-3
20200315;Brandenburg an der Havel;6.82;0
20200315;Landkreis Nordhausen;8.07;1
20200315;Kreis Stormarn;5.2700000000000005;-4
20200315;Bottrop;5.55;-4
20200315;Landkreis Hersfeld-Rotenburg;8.25;-1
20200315;Hamm;7.01;-3
20200315;Landkreis Cuxhaven;6.63;-3
20200315;Landkreis Augsburg;6.29;-1
20200315;Zollernalbkreis;7.1000000000000005;-2
20200315;Rhein-Pfalz-Kreis;7.34;-3
20200315;Landkreis Pfaffenhofen an der Ilm;6.62;-4
20200315;Landkreis Neumarkt in der Oberpfalz;7.82;0
20200315;Landkreis Rastatt;7.61;-3
20200315;Landkreis Schaumburg;8.78;-2
20200315;Ingolstadt;7.0600000000000005;-1
20200315;Landkreis Göppingen;7.0200000000000005;-3
20200315;Jena;7.84;-2
20200315;Eisenach;7.3;0
20200315;Landkreis Eichstätt;7.57;-2
20200315;Landkreis Rostock;6.21;-1
20200315;Solingen;8.040000000000001;-3
20200315;Landkreis Lichtenfels;6.8;-3
20200315;Landkreis Saalfeld-Rudolstadt;5.8;-1
20200315;Krefeld;7.16;-2
20200315;Wetteraukreis;7.890000000000001;-3
20200315;Landkreis Ludwigsburg;6.93;-3
20200315;Landkreis Mainz-Bingen;8.26;-2
20200315;Ulm;8.41;-4
20200315;Landkreis Teltow-Fläming;6.48;-2
20200315;Kreis Dithmarschen;8.27;0
20200315;Kreis Mettmann;6.13;-3
20200315;Landkreis Neuburg-Schrobenhausen;7.24;0
20200315;Weiden in der Oberpfalz;5.83;-4
20200315;Landkreis Hildburghausen;7.08;-5
20200315;Landkreis Rotenburg (Wümme);7.07;-4
20200315;Landkreis Hof;8.24;-1
20200315;Landkreis Konstanz;7.32;-2
20200315;Landkreis Stendal;7.82;0
20200315;Heidelberg;7.01;-4
20200315;Rhein-Erft-Kreis;6.37;-2
20200315;Landkreis Weilheim-Schongau;7.34;-1
20200315;Mannheim;7.13;-3
20200315;Landkreis Osterholz;6.18;-4
20200315;Schwabach;4.53;-2
20200315;Landkreis Südwestpfalz;7.5200000000000005;0
20200315;Landkreis Miltenberg;6.8500000000000005;-2
20200315;Coburg;6.11;0
20200315;Essen;6.82;-3
20200315;Flensburg;6.640000000000001;0
20200315;Ilm-Kreis;6.5200000000000005;-1
20200315;Bremen;6.93;-4
20200315;Landkreis Mecklenburgische Seenplatte;7.390000000000001;1
20200315;Landkreis Calw;6.890000000000001;-3
20200315;Landkreis Aurich;7.96;-2
20200315;Landkreis Prignitz;6.6000000000000005;-5
20200315;Hohenlohekreis;6.7;-6
20200315;Landkreis Schwäbisch Hall;7.51;-1
20200315;Landkreis Freudenstadt;8.26;-1
20200315;Kreis Wesel;6.16;-1
20200315;Landkreis Waldeck-Frankenberg;7.5600000000000005;-2
20200315;Köln;7.08;-3
20200315;Landkreis Mittelsachsen;7.0;-3
20200315;Baden-Baden;7.09;-3
20200315;Landkreis Erlangen-Höchstadt;7.24;-2
20200315;Lahn-Dill-Kreis;7.61;-2
20200315;Ortenaukreis;7.58;-2
20200315;Landkreis Nordwestmecklenburg;7.23;0
20200315;Kassel;7.9;-3
20200315;Landkreis Günzburg;7.33;-3
20200315;Kreis Gütersloh;6.5200000000000005;-1
20200315;Karlsruhe;7.390000000000001;-4
20200315;Kreis Paderborn;6.82;-3
20200315;Landkreis Rhön-Grabfeld;8.3;1
20200315;Landkreis Saarlouis;7.54;-2
20200315;Landkreis Neustadt an der Waldnaab;7.84;-2
20200315;Landkreis Starnberg;6.44;-2
20200315;Amberg;5.74;0
20200315;Kreis Minden-Lübbecke;7.890000000000001;-2
20200315;Landkreis Mayen-Koblenz;8.66;-3
20200315;Landkreis Marburg-Biedenkopf;7.63;-2
20200315;Straubing;5.82;-5
20200315;Landkreis Altötting;7.41;-3
20200315;Landkreis Birkenfeld;7.25;-5
20200315;Delmenhorst;7.99;-3
20200315;Landkreis Vulkaneifel;5.8100000000000005;-1
20200315;Landkreis Hameln-Pyrmont;7.3100000000000005;-2
20200315;Braunschweig;6.66;-3
20200315;Landkreis Havelland;6.2700000000000005;-2
20200315;Landkreis Bad Dürkheim;7.34;-2
20200315;Landkreis Miesbach;7.24;-5
20200315;Saalekreis;5.99;-1
20200315;Bochum;6.61;-5
20200315;Landkreis Bad Kreuznach;7.03;-4
20200315;Landkreis Landsberg am Lech;6.7;-3
20200315;Landkreis Sömmerda;8.05;-1
20200315;Landkreis Verden;6.890000000000001;-3
20200315;Landkreis Neuwied;8.32;-1
20200315;Landkreis Ravensburg;8.31;-2
20200315;Landkreis Leer;7.94;-1
20200315;Kreis Ostholstein;6.51;-1
20200315;Magdeburg;6.58;-3
20200315;Landkreis Kronach;7.32;-1
20200315;Kreis Segeberg;7.09;-3
20200315;Kreis Plön;6.7700000000000005;-4
20200315;Landkreis Rosenheim;7.18;-3
20200315;Landkreis Cloppenburg;8.3;-1
20200315;Landkreis Tirschenreuth;7.390000000000001;-5
20200315;Landkreis Kulmbach;8.120000000000001;1
20200315;Mönchengladbach;7.09;-1
20200315;Landkreis Fürth;6.19;-1
20200315;Landkreis Göttingen;7.390000000000001;-3
20200315;Landkreis Vechta;7.21;-2
20200315;Landkreis Oberhavel;6.43;-3
20200315;Kreis Euskirchen;7.3100000000000005;0
20200315;Fürth;7.65;-3
20200315;Landkreis Heidekreis;7.43;-5
20200315;Hochsauerlandkreis;6.76;-5
20200315;Landkreis Reutlingen;7.71;-2
20200315;Kreis Borken;6.72;-3
20200315;Wilhelmshaven;7.42;-2
20200315;Kreis Unna;6.140000000000001;-3
20200315;Westerwaldkreis;6.8;-2
20200315;Regensburg;8.07;-3
20200315;Altmarkkreis Salzwedel;6.49;-1
20200315;Kreis Groß-Gerau;6.67;-2
20200315;Landkreis Görlitz;6.7700000000000005;-2
20200315;Landkreis Emmendingen;7.17;-2
20200315;Landkreis Breisgau-Hochschwarzwald;7.75;-3
20200315;Kreis Nordfriesland;8.42;0
20200315;Landkreis Bautzen;7.37;-3
20200315;Landkreis Ludwigslust-Parchim;6.91;-1
20200315;Augsburg;7.8500000000000005;-3
20200315;Landkreis Regen;7.26;-3
20200315;Berlin;6.83;-5
20200315;Lübeck;7.25;-4
20200315;Neckar-Odenwald-Kreis;7.29;-4
20200315;Bamberg;6.74;1
20200315;Landkreis Dahme-Spreewald;6.22;-4
20200315;Landkreis Holzminden;8.49;-7
20200315;Erfurt;6.96;-4
20200315;Mainz;7.74;-2
20200315;Landkreis Mühldorf am Inn;7.45;-6
20200315;Schwerin;7.19;0
20200315;Landkreis München;5.94;-5
20200315;Landkreis Hildesheim;7.04;-2
20200315;Landkreis Freyung-Grafenau;8.16;-1
20200315;Neumünster;5.95;-4
20200315;Landkreis Waldshut;5.5200000000000005;-2
20200315;Landkreis Limburg-Weilburg;9.1;-1
20200315;Emden;8.51;-2
20200315;Kreis Steinfurt;6.7700000000000005;-3
20200315;Landkreis Karlsruhe;6.3;-2
20200315;Rhein-Kreis Neuss;6.05;-2
20200315;Vogelsbergkreis;7.5;0
20200315;Dresden;7.84;-3
20200315;München;6.9;-6
20200315;Kreis Herzogtum Lauenburg;6.03;-3
20200315;Landkreis Aschaffenburg;6.93;-3
20200315;Landkreis Haßberge;8.03;-1
20200315;Landkreis Esslingen;6.97;-3
20200315;Landkreis Grafschaft Bentheim;7.68;-2
20200315;Pforzheim;7.2;-2
20200315;Landkreis Oldenburg;5.45;-4
20200315;Kreis Viersen;6.140000000000001;-2
20200315;Main-Kinzig-Kreis;6.73;-2
20200315;Landkreis Aichach-Friedberg;6.84;-3
20200315;Aschaffenburg;6.67;-4
20200315;Schwarzwald-Baar-Kreis;7.25;-1
20200315;Landkreis Cham;8.22;-4
20200315;Landkreis Altenburger Land;6.16;-3
20200315;Landkreis Ebersberg;7.3;-5
20200315;Landkreis Wolfenbüttel;7.28;-2
20200315;Kreis Rendsburg-Eckernförde;6.8100000000000005;-3
20200315;Landkreis Kelheim;7.36;-2
20200315;Landkreis Bayreuth;7.68;-3
20200315;Landkreis Lindau;7.59;-3
20200315;Landkreis Jerichower Land;7.47;-4
20200315;Potsdam;6.87;-2
20200315;Alb-Donau-Kreis;7.640000000000001;-2
20200315;Kaufbeuren;5.78;-10
20200315;Landkreis Anhalt-Bitterfeld;7.21;-1
20200315;Kreis Coesfeld;6.62;-1
20200315;Kreis Warendorf;6.59;-2
20200315;Landkreis Amberg-Sulzbach;7.53;-4
20200315;Landkreis Uckermark;7.3500000000000005;0
20200315;Landkreis Dachau;7.19;-3
20200315;Landkreis Lüchow-Dannenberg;8.56;1
20200315;Frankfurt am Main;7.48;-4
20200315;Oldenburg;7.69;-3
20200315;Wolfsburg;6.390000000000001;-2
20200315;Rheingau-Taunus-Kreis;6.28;-1
20200315;Landkreis Kassel;8.11;-3
20200315;Kaiserslautern;6.890000000000001;-1
20200315;Erlangen;6.59;-1
20200315;Landkreis Bamberg;7.95;0
20200315;Landkreis Oberallgäu;8.38;-1
20200315;Frankfurt (Oder);8.15;-3
